,IFT,IFT_pred
442,35.95,35.34493
582,22.2,22.462662
750,34.0,33.585796
1409,58.32,57.46722
1010,46.6,46.29862
873,42.6,42.2948
713,36.8,36.819393
371,26.0,26.00453
397,30.3,28.203064
1529,53.18,52.592934
1188,22.82,22.34207
188,23.36,28.801695
921,33.8,33.52204
1577,30.6,29.14433
1604,23.25,22.865189
1618,41.08,40.76469
1199,18.22,17.777365
122,38.8,40.206764
9,42.22,42.523594
1487,61.75,61.378185
164,57.52,60.371353
804,43.8,43.3146
1125,35.3,35.38605
231,29.6,30.90926
373,25.73,25.544767
571,34.7,35.405983
1567,32.98,32.142826
726,41.5,40.869095
271,26.8,26.75794
1732,36.04,35.889828
239,72.0,71.48937
934,46.8,46.602047
1207,44.1,43.18989
76,28.27,28.46372
223,50.5,49.115818
662,37.1,37.189564
642,31.3,31.2579
981,44.5,44.55968
1422,49.22,48.648144
460,32.38,33.76305
311,35.78,35.648903
1042,38.2,38.325016
1215,55.0,54.317814
413,37.5,37.607037
1029,50.3,50.09802
1178,26.41,26.804276
280,29.31,29.291916
499,28.33,28.47099
328,34.49,34.656715
0,39.61,39.621532
572,26.1,26.460958
932,50.0,49.74245
609,27.5,27.45199
741,45.4,45.6493
1185,34.6,34.244965
339,35.12,35.159245
1206,47.5,49.86553
493,43.93,44.861958
1751,42.39,42.738365
781,37.2,36.94561
1120,54.1,52.95467
927,55.1,55.170517
55,50.39,50.277424
350,39.64,39.576992
940,40.6,40.3167
771,49.4,48.9377
39,36.2,36.090664
522,51.55,51.137566
1288,60.76,60.79396
1597,39.01,38.071644
304,35.85,35.893425
215,27.9,28.72878
1322,50.53,50.403656
1395,40.07,39.360626
538,51.23,50.849823
1527,59.4,59.01182
1261,61.32,61.474895
1400,37.66,37.784966
1112,37.1,36.951527
1727,47.15,46.94772
1579,25.1,24.96987
