,IFT,IFT_pred
545,35.05,34.462212261904746
1426,47.64,47.45473289682537
1444,57.02,56.74885851190476
696,37.9,37.67446714285714
1081,31.5,31.657020833333316
347,47.51,47.05788117063492
1061,47.9,48.670849702380956
970,49.3,46.86797583333331
1643,36.89,36.50580136904763
1659,39.22,39.901899940476184
1195,28.49,28.709404087301603
1269,47.62,46.01838327380953
224,33.9,35.821801269841266
643,24.5,23.794652619047614
709,41.1,41.796590000000016
665,29.7,29.770137817460316
1585,54.98,56.19044047619046
1756,60.24,60.57693226190476
863,55.7,56.03314023809523
708,31.9,32.071074980158706
989,42.3,42.47031452380951
1509,58.33,58.15444273809521
1096,50.0,48.43323541666669
1091,46.1,45.970621428571484
1754,40.55,40.13760708333331
1414,54.21,54.2465831709956
1149,29.59,28.63140321428573
1494,52.46,52.50746732142855
